category_id,category
3277,Choice Of Raita
3278,Chinese Wok (Veg)
3279,Combo's ( Save Extra Upto 30% Off)
3280,Snacks/Fries
3281,Healthy Meals
3282,Sides & Dips
3283,Bubble Tea
3284,Aloo Paratha Lunchbox
3285,Flavor Fresh Gourmet Burgers
3286,Combo Meals & Thali
3287,Veg Garlic Breads
3288,Tandoor Veg
3289,Handi Paneer
3290,Seek
3291,Noodles Soup
3292,Brownies & Choco Lava
3293,Breakfast by Lunch Box
3294,Kulfi & Ice Cream
3295,Paratha House
3296,Sanghai Fried Rice
3297,PAN ASIAN FEST
3298,Dal & Pulses
3299,Parathas
3300,Rebel Pizza
3301,CONTINENTAL APPETIZERS
3302,Paratha's
3303,Chinese Magic
3304,House of Mishti
3305,Tiffin Dishes
3306,Veerji Burger
3307,Cakes(Egg-Free)
3308,Ridge Momos and Bao
3309,Cookies New
3310,Midnight Feast
3311,Bangaliana rainy day special
3312,Gravy Chow
3313,Tandoori Bread
3314,North Indian Curries
3315,Wholesome Breakfast Meals
3316,Exclusive Combo
3317,Keto Salad Bowls
3318,Veg/ Paneer/ Mushroom/ Babycorn/ Kaju Sabzi's
3319,"Snacks, Dessert & Beverage"
3320,Ladoo & Boondi
3321,Arabian
3322,Rice/Pulao
3323,Tandoori And Fry Non Veg
3324,High Protein Rice Bowls
3325,WeFit Grilled Protein
3326,Veg Curries
3327,Chips & Stix
3328,Thukpas
3329,Maggie
3330,Wood Fired Neapolitan Pizza
3331,Waffles and Pancakes
3332,BONELESS CHICKEN POPCORN
3333,Pizzas
3334,Super Saver Baskets (Serves 3-5)
3335,Deal Of The Day
3336,Family Pack
3337,Chicken Items [halal]
3338,Super Sundae (350 Ml)
3339,Hot Snacks
3340,Chaat Chatori
3341,Cornetto.
3342,Starter/Kebabs
3343,Pizza's
3344,Because you searshed for fries
3345,"Coffee Powders, Cookies N More"
3346,Thalis
3347,Breakfast
3348,Celebration Cakes And Desserts
3349,Juice Items
3350,Rice /Noodles chopsuey
3351,Quick Starters
3352,Cakes And Muffins
3353,All Country Platter
3354,Matka biryani
3355,Snacks & More
3356,Tea Time Cake
3357,Ice Cream Sticks
3358,Special Medium Pizza
3359,Power Bowls
3360,Cool Desserts
3361,Crepes (bakersestate X Amoruccio )
3362,Breakfast ( Veg )
3363,Indian Prawn
3364,All Day Breakfast Combos
3365,Home Baked Cookies
3366,"Rice, Pulao & Biryani"
3367,Combo Value Meal
3368,CHOCOLATE BAR SHAKES
3369,Gochujang
3370,Espresso Mocktails
3371,Pongal Bowl Festival
3372,Starters & Kebabs
3373,Cake Jar
3374,Kitchen Items
3375,Home style biryani
3376,Edible Cup Mousse
3377,Crushers (Spl)
3378,Biryani & Rice In Bowl
3379,Chiness Chow& Conti
3380,Chicken Rice
3381,MAIN COURSES
3382,Honey Chilli Momos
3383,Eggs
3384,North Indian Spl Curries
3385,Burrito Bowl
3386,Fun Meal Box
3387,Handi Daal
3388,Dry Fish
3389,South Indian Spice
3390,Starters And Rolls
3391,Boss Burgers
3392,"Veg CHEESE BURST Thin Crust Pizzas [10"" Large]"
3393,Chinese Sauces
3394,Chinese Combo
3395,Late Night Binge Combos
3396,Dos
3397,TENDER
3398,Gravy Boneless
3399,A La Carte
3400,Flavorful Rolls
3401,Momo Mania
3402,Char Ka Pyaar
3403,Sides  &  Dips
3404,Halwa
3405,Burger or Sandwich
3406,Maggie Mania
3407,Idli Classics
3408,Seasonal
3409,Gourmet Non-veg Pizza
3410,Best In Jain Food
3411,Noodles And Chopseys
3412,Boba Juice
3413,Cupcakes & Muffins
3414,Pan Asian Feast
3415,Uttapam
3416,Other Beverages
3417,Mithai Packs
3418,Veg Chinese
3419,Biryani
3420,Multigrain Roti Meals
3421,Smoothie - Greek Yoghurt
3422,Healthy Soya Chap Special Items
3423,Seven In 1 Torte Dream Cake
3424,Chinese Combo Veg
3425,Veg Chinese Staretsr
3426,Dry Mutton
3427,Dry Cake
3428,Indian Chaat
3429,Chilli Sausages Hot Wings
3430,Katsu
3431,Veg Biryani
3432,Overload Nuts Ice Creams
3433,Finger Food Veg
3434,Soup (Veg)
3435,Popsicle Regular  Icecream
3436,Dessert Sandwich
3437,Cakes [Half Kg]
3438,Mountain Premium
3439,Korean kimbap red  bibimbap
3440,Indian Fish
3441,Garlic Breads & Starters
3442,Monsoon Combo
3443,Pasta (italian)
3444,Meal Combo
3445,Jamai Bhoj
3446,(Sides)
3447,Classic Semizza (Half Pizza) (Serves 1)
3448,Mediterranean/arabic
3449,Wok Fried Rice
3450,Pizza & More
3451,Fruit Pop Jars
3452,Burger Meal Combos
3453,Z Special
3454,"Chinese Noodles, Rice And Chopsuey"
3455,Panino
3456,Chinese Items
3457,Malabar paratha non veg combo
3458,Chillies
3459,McCrispy Range
3460,Chai
3461,Wow ! Chicken On Wow Momo.
3462,Ragi ( Idli & Dosa)
3463,Super Saver Meals
3464,Flat Menu 149
3465,Peri Peri Momo
3466,Microwave Popcorn
3467,Nolen Gur Sandesh (hard/soft)
3468,Pista Dry Fruit Sweets
3469,Chatkara Summer Special
3470,Asian Kitchen
3471,Items Under Rs 89
3472,Makar Shankranti/Lohri Specials
3473,The Crunch Treats
3474,Pav Bhaji Special
3475,Dessert Menu
3476,Hot Deals
3477,Mutton deluxe thali
3478,Non-Veg Rice Bowls [Masala Rice]
3479,Barcakes & Muffins
3480,Harley's Crocante Cupcakes
3481,Match Day Special Combos
3482,Tunday Biryani & Rice
3483,Rain Special Hot Soups
3484,Bun
3485,Ganesh chaturthi special sweets
3486,Paneer & Mushroom Tandoori Items
3487,Nepali Style Chicken Momo
3488,Mutton In Gravy
3489,Rice Corner
3490,All-New Waffles
3491,Super Saver Combo @ 149
3492,Chocolate Sundaes
3493,North Indian Combos
3494,Combos [Meal For 1]
3495,Pure Soya Imported Fry Veg Meat
3496,Barbeque in a Box (Serves 1-2)
3497,Tandoori / Tikka / Kabab
3498,Mexican
3499,Steak
3500,Ganesha Festival Special
3501,Main
3502,Large Pizza
3503,Variety Rice
3504,Tandoori Chaap
3505,Burger and Sandwich
3506,Boondi Prasad
3507,Mocktail Manai
3508,Lamb
3509,Sunny's Special
3510,Salad And Curd And Papad
3511,Drinks
3512,"Veggie Rolls [Big 9""]"
3513,Jumbo Rice Bowls (Powered by Faasos)
3514,Sabjiya
3515,Schzwan momos
3516,Tawa Roti & Tandoori Roti & Naan
3517,Mushroom In Gravy
3518,Rolls hut special
3519,Cafe Aurora Soup Snacks
3520,Main Course Indian Curry
3521,Special Ice Cream
3522,Desserts
3523,Veg Homely - EVERYDAY THALI
3524,"Aloo Rolls [Big 9""]"
3525,Vegan Treats
3526,Signature Eggless Cakes
3527,Flavor Coffee
3528,BIRIYANI SPECIAL
3529,Evening Spl Sweet
3530,Pizza Flix (veg)
3531,Cassata (slice)
3532,Affordable meal
3533,Appetizens
3534,Paratha
3535,Breads & Pao Buns
3536,Tawa Meals
3537,Non Veg Starter Items
3538,Chutney
3539,Non-Veg Pizza
3540,Veg Quick Bites
3541,Bumper Offer
3542,Veg Main Course
3543,Jeera rice
3544,SIMPLE Soup's
3545,Stick Kulfi
3546,Late Night Specials
3547,Vegetarian Main Course Paneer
3548,Couple Combos
3549,Desserts & Jar Cakes
3550,Hot Milk Bev Flasks
3551,Desi Indian Snacks
3552,Breads/ Roti
3553,Dragon Panda Special Combos
3554,Parizaad Special
3555,Pasta
3556,Legendary Andhra Meals
3557,Chinese Dry & Gravy
3558,Vadapav
3559,Baker's Confectionery
3560,Lassi & Raita
3561,Pork Noodles
3562,Thali Indian
3563,Indian Main Course (mutton)
3564,Dal Item
3565,Noodles and Rice
3566,Vegetarian
3567,Cheese Pastry
3568,"Naan, Roti & Paratha"
3569,Meal For 1
3570,Chicken Burst
3571,Fizzies
3572,Subah Ka Nashta
3573,Upper Crust Special Combos
3574,Rice In Veg
3575,Soups [UN]
3576,Somewhere special
3577,Cakes Brownies and Cookies
3578,Meals Add Ons
3579,Pepperoni Pizza
3580,Fresh Juice
3581,Barish Combo (Save upto 40%)
3582,Father's Day Special Cake
3583,Balanced Bowl
3584,Preeti's Special
3585,Refreshment
3586,Thali [ No Onion & No Garlic]
3587,Noodle Dishes
3588,Miles Meal 1
3589,Turkish Delight
3590,Spl prawns gravy.
3591,Chaat Items
3592,Fried Chicken
3593,Special Dalbati
3594,Feast Pizza
3595,Kaju And Paneer
3596,Starters & Salads
3597,Veg Delight Starters
3598,Half Biryani
3599,Bakery
3600,NOURISH BOWLS
3601,Without Onion Garlic
3602,Boss Desserts
3603,Gifts
3604,Chilli Paneer
3605,Main Course Veg
3606,Healthy Cookies
3607,Soup Chow
3608,Wow! Kurkure Burger
3609,Sante Sattvik Kitchen
3610,Non Veg Specialities
3611,Dry Fruits Sweets
3612,Pocket Friendly Roll
3613,BreakfastÂ combo
3614,Chicken Pakora
3615,Biryanis & Pulao
3616,Southern Specials
3617,Nizami Hyderabadi Dum Biryani
3618,Butter Dosas
3619,Veg Fried Rice
3620,Classic Hot Chillies
3621,Jugalbandi Slice Kulfi
3622,Good Flippin Deals
3623,Korean Specials
3624,Biryani Buckets (super Savers)
3625,No Added Sugar Mithai
3626,Cookies Namkeen & Mixture
3627,Mini Biryanis
3628,Ricepulao
3629,Hot Selling Item
3630,Garlic Breads & Dips
3631,Dry Fruit Item
3632,Chinese (non-veg)
3633,Fry
3634,Veg Tandoori Snacks
3635,Grits N' Gravy Special Thalis And Combos
3636,Indian Items
3637,Poori Sabji
3638,Spl. prawns
3639,Ice Crushers
3640,Special Sweets
3641,Matcha
3642,Mango Delights
3643,Kolkata roll
3644,Packed Items
3645,Farali Items
3646,What's New?
3647,Quiches
3648,Harvest Festival Specials
3649,Chinese Main Course (non-veg)
3650,Paneer
3651,Breads and Accompaniments
3652,Epic Value Meals for 1-2 (up to Rs 22% off)
3653,Comfort Meals
3654,Global Mains
3655,Non Veg Garlic Breads
3656,Dal Tarka Maar Ke
3657,Muffins
3658,Milk
3659,Meals For One [Serves 1]
3660,Tiksy Bites
3661,Tiprasa Ni Chamung
3662,Non-Veg Curries
3663,Thalis & Rice Bowls
3664,NON-VEG BURGERS
3665,New Arrival
3666,Gadbad/Custard
3667,Ganesh Chathurthi Special
3668,PURE JUICE
3669,Chicken Dishes
3670,"Tea, Snacks & Breakfast"
3671,Chinese Veg Chowmin
3672,Chinese Wok (Nonveg)
3673,Crispy Chicken
3674,Veg Meal Box
3675,Fried  Rice
3676,Veerji Special Shakes
3677,Non Veg Pizzas
3678,Main Course Chinese
3679,Add ons
3680,Gajak Specials
3681,Rava Dosas
3682,Lassi Or Chaas
3683,Roti & Naan
3684,Fried Rice And Chowmein
3685,Handi Masala
3686,Eggs In Gravy
3687,Steam/Fry
3688,Mayonnaise special items
3689,Indian Main Course (egg)
3690,Long Lost Biryanis (Limited Time Specials)
3691,Veg Appetizers
3692,Chaat
3693,Chaap Curry
3694,Butter Special
3695,Packaged Item
3696,Rakhi Special Boxes
3697,Salad Papad And Curd
3698,Maharaja Non Veg Thali
3699,Garlic Fried Rice
3700,Snacks [rt]
3701,Appetizer
3702,Big Big Pizza
3703,Badabite
3704,Sauce & Dips
3705,Chinese Special
3706,Biriyani Mini Packs
3707,EPIC VALUE MEALS FOR 1-2 (UP TO 22% OFF)
3708,Party Combos
3709,Mojito
3710,Coffee Treat
3711,Signature Cold Coffees
3712,Dry Sweet
3713,Samosa Kachori Khaman Jalebi
3714,Rice Bowl Combo
3715,"7"" REGULAR PIZZAS | NON-VEG"
3716,New Gluten Free Momo
3717,Crazy Meal Combo
3718,Veg Sizzels Special Dosas
3719,South Indian Foods
3720,In-house-biryani
3721,Coffees
3722,Tidbits
3723,Waffle Sundae
3724,Refreshing Quenchers
3725,Veg Burgers
3726,Snacks And Nashta
3727,Laddu and Soan Papdi
3728,Sweets And Savories
3729,Khakra
3730,Salad N Curd
3731,Singaporean Noodles
3732,Korean Burgers & Wraps
3733,Flask
3734,Khichdi
3735,Freshly Baked Cookies
3736,Special Sweet
3737,Millet Dosa
3738,Mutton Gravy
3739,Super Indulge
3740,Mughlai Biriyani
3741,Non Veg Special Roll
3742,Starters Veg
3743,All Items
3744,Curry Items (Local)
3745,WeFit Protein Bowls
3746,Mutton items
3747,KHARIZA
3748,Mewa Bites
3749,Chena Sweets
3750,Aloo Main Course
3751,Kabab Platter
3752,Pepperoni Pizza - Chef's Special
3753,Pastas
3754,Dal
3755,Paneer Special Pizza
3756,Khoya Mix Sweets
3757,Mushroom Biriyani
3758,Idd special
3759,Chicken Noodles
3760,Bakers Choice
3761,Cake 1 Kg
3762,Dry Namkeens
3763,Roll House
3764,Dimsum
3765,Fish & seafood on your perfection
3766,Mushroom
3767,Speciality Pizzas
3768,Eggless Brownies
3769,Cake and pastry
3770,Tandoor Items
3771,Broast
3772,Rabri Falooda
3773,Stater
3774,Shawarma Chilli
3775,Fast Food Combo
3776,Crackling Combos
3777,Chef's Specials
3778,Retails
3779,Indian Curries
3780,Sub
3781,Special Thalis
3782,Burger & Pizza
3783,Fries and Sides
3784,Breakfast Special Dish Of The Day
3785,Water Bottle
3786,Ganpati Bappa's Favourite
3787,Fathers Day Specials
3788,Father's Day Specials
3789,Chinese Pork Main
3790,Savory
3791,Dum Biryanis (900 grams)
3792,Keto Rolls
3793,Dessert & Beverages
3794,Non Veg Snacks
3795,Chef Harpal Singh Specials
3796,Non Veg Fried
3797,Flavours of India
3798,Veg Homely - FEAST THALI
3799,Cold Drinks
3800,Newly Launched Salad
3801,Janmashtami cakes
3802,Daal - Humarey Andaaz Mein
3803,Ice Cream Sundae
3804,Mughlai Combos
3805,Wanton Frizzled
3806,TO DAY SPICEAL
3807,Naga Pickles
3808,Pulav
3809,Mexicano Burgers
3810,Wow! Birthday Save up to41%
3811,Teej Special
3812,Fresh Cream Cake 1Kg
3813,Happiness Jar (250ml)
3814,Biryani & Kebab Thali
3815,Dal Items
3816,Roll
3817,Ganesh Chaturthi - Modak Special
3818,Indian Specialities
3819,EID special sweet box
3820,Swag Combos
3821,Special Desi Starters
3822,Bevereges
3823,Chinese Main Course (veg)
3824,Sugar Free Item
3825,Rice Combos
3826,Choco Lava Cake & Brownies
3827,"Al-Faham- Juicy,Creamy,Butter"
3828,Milk Cakes
3829,Peri Peri Shawaya Mandi
3830,Parcel
3831,Raita / Papad / Salad
3832,Live Specials
3833,Combo Meals For One
3834,Asian Special
3835,Cafe Aurora Momo
3836,Milkshake
3837,Late Night Veg
3838,Saavan Special
3839,Dal And Paneer
3840,Special Kebab Biryani
3841,Chinise
3842,Crispy Chicken & Wings
3843,500 ml Ice creams
3844,Fast Food
3845,Majaa Thindi Curry Specials(online)
3846,"Dahi, Raita, Salad & Papad"
3847,Hot Beverages & Aerated Drinks
3848,Monsoon - Specials
3849,Mysore Bajji
3850,Roll Items
3851,South Special Dosa
3852,Choley/Rajma
3853,Cafe Aurora Fried Rice
3854,Match Day Combos [Upto 15% Off]
3855,Chineese  Fried Rice
3856,Big Fat Bakers
3857,Bao-2pc
3858,Vegetables Main Course
3859,Chicken Starters & Dry
3860,Veg Dimsum
3861,Ice Cream Cake HNH
3862,FALHARI SPECIAL
3863,Continental Meal Box
3864,Claypot Spl (startes)
3865,Rosh
3866,Loly Pop Chiness Gravy
3867,Premium Gift Hampers
3868,Diwali Speacial
3869,Dilli Ki Chaat
3870,Nuggets
3871,Cinnamon Rolls - Mini
3872,JK Classic Burgers
3873,Chinese Veg
3874,Breakfast All Day & Indian Snacks
3875,Hyderabadi Dum Biryani
3876,Milk Shake With Ice-Cream
3877,Angeethi Barbeque
3878,Non Veg Sandwich with French Fries
3879,Indian Appetizers (chicken)
3880,Hongkong Rice
3881,Gangtok Loves
3882,Packed
3883,McBreakfast and Value Mornings
3884,Kebab Platter
3885,Delicious Side
3886,Lazeez-E-Chicken
3887,High Protein South Specials
3888,Prawn Main Course
3889,Chinese Dim Sum
3890,Curd & Raita
3891,Mega Momos Platter
3892,Sea Food Apprtizer
3893,Chinese Items ( Rice)
3894,Chicken Wings
3895,Metal Handi - Nawabi Biryani (Serves 2)
3896,South Indian Rice
3897,Zafrani
3898,All Day Breakfast Menu
3899,Breads And Bruschetta
3900,With Cream
3901,Mountain Supreme
3902,Biryani combo
3903,Namkeen
3904,Khushiya Double
3905,Mod X Laneige Donuts
3906,Dal Bati Regular
3907,"Biriyani , Khichdi And Fusion Rice Bowls"
3908,Koozi
3909,Dakshin Territory
3910,Gravy Dry Dish
3911,Dessert Tubs (Pure Veg)
3912,Burger (Whole Wheat Goodness)
3913,Dosa Classic
3914,Season Special
3915,Prawn
3916,Veg Platter
3917,Original Recipe Cheesecakes
3918,Dosai Classic
3919,Lassi / Milk Badam / Thandai / Aam Panna
3920,Nourishing
3921,Chinese And More
3922,GRILLED  /  SMOKED
3923,Powder
3924,Milkshakes (ice Cream Shakes)
3925,Muska Bun
3926,Continental Appetisers & Small Plates
3927,Sambharsa Special
3928,Shakes And Lassi
3929,Chicken Momo [6 Pcs ]
3930,Faloodas(0)
3931,Milk Shakes & Smoothies
3932,Au Gratin Dishes
3933,Non-Veg Snacks
3934,"Tandori, Roti, Kulcha"
3935,Around the World
3936,Fresh Fruit Milkshakes
3937,Accompaniments
3938,Rosa Pastas [Mixed Pink Sauce]
3939,Continental Favorites
3940,French Fries
3941,Dairy
3942,Ice Creams Scoop
3943,Extra Items
3944,Ice Cream Desserts
3945,Fix-Thali (Gujarati - Punjabi)
3946,Desserts And Sundaes
3947,Palak Dosa
3948,Samosa Kachori
3949,Newly Launch
3950,Wooden Plate Combo Meals
3951,Family  Sundaes
3952,Classic Pizza
3953,Cake Of The Month
3954,Chaat N Snacks
3955,Toasted Bagels
3956,Non Veg Pizza
3957,Chinese Starters Small
3958,PARTY SPECIALS
3959,Breakfast Combo
3960,Ragi
3961,Rice In Non Veg
3962,Monster Pizza (24 Inches)
3963,Waffle Wonders
3964,Chakli and Mathri
3965,Celebration Box
3966,Veg. Curries
3967,Dum Biryani
3968,Chow Chow / Noodles
3969,Tea Pack
3970,Veg Pizza
3971,Asian Fusion  Sundaes
3972,Cold Coffee Delights
3973,Peri Peri Chicken Strips & Leg Pc (up to 25%)
3974,Arrabiata Pastas [Red Sauce]
3975,Brownie & Cup Cakes
3976,Cold Drink
3977,All Day Breakfast & Snacks
3978,Gift & Hampers
3979,Rice & Raita
3980,Amritsari Kulchas With Dal Makhani
3981,Pani Puri
3982,Kashmiri chicken dishes family pack
3983,Biryani By Chef Saransh Goila
3984,Mojitos
3985,VEG MUNCHIES
3986,Desserts/ Falooda's
3987,Super Power Bunns
3988,Daawat-E Rice
3989,Signature Veg Rolls
3990,Topping & sides
3991,Combos & Assortments - 15% Flat Off
3992,Brownies
3993,Non-veg Dimsum
3994,Magnum Ice Cream
3995,Malai Sweets
3996,Arabic Shawaya Mandi
3997,Chinese Non  Veg
3998,Kulfi Falooda
3999,Mokthuk (Soup With Momos)
4000,Rice And Noodles
4001,Peseratu
4002,Continental Mains
4003,Main Course (Indian)
4004,Singapore Rice
4005,Rice And Biryani
4006,Kadhi Khichdi Thali
4007,Varieties Of Rice
4008,Pure Ghee Sweets
4009,MAIN Course(100% SHUDH DESI Ghee)
4010,Non-Veg Tandoori Snacks
4011,Kabab & Kanti
4012,Indian Style
4013,Special Sausages
4014,Monsoon Combo Kulfi
4015,Add-ons
4016,Pickle
4017,Addons
4018,Traditional Classic Pizza Veg
4019,Toast
4020,Gifting
4021,Dessert Sweets
4022,Mutton Fried Rice
4023,Thick Shakes (250 Ml)
4024,Southern Spiced Khichdis
4025,Cold Coffee/ Smoothies/ Lemonades
4026,Deals
4027,Cold Bevrages
4028,Vegetables
4029,Chicken Mains
4030,Rice Preparation
4031,Breads
4032,Snacks
4033,Hot Chocolate
4034,Savoury Donuts Special
4035,Other Snacks
4036,Bhog Thal
4037,Roasted
4038,Chilli Garlic Fry
4039,Mini Combo Rice
4040,Harry Potter Return to Hogwarts
4041,Paratha Meals
4042,Vegetable Dosa
4043,Ghee Roast Masala Dosa
4044,Teej Specials
4045,Chicken And Beef Center
4046,Sides & Drinks
4047,41 grams Protein Rolls
4048,Noodles Small
4049,Salads
4050,"Raita, Salads & Papad"
4051,Dal Aap Ki Pasand
4052,Starters & Afgani
4053,Kerala Parotta [n]
4054,Fusion Dosa
4055,Lunch Menu
4056,Hot Pressed Sandwiches
4057,Cassata
4058,Special Thali
4059,MRP Beverages
4060,Veg Meals and Combo
4061,The Ranveer Singh Meal
4062,Karnataka Donne Biryani
4063,Burger
4064,Chicken Gravy
4065,Doughnut
4066,Pasta & Macaroni
4067,Veg Varieties
4068,Pizza - 10Â Inches
4069,Summer Cool Special Pack of Five
4070,Fried Rice/ Noodles
4071,Dosa  Carrot
4072,Hyderabadi Biryani [Single Portion]
4073,Broasted Combo
4074,Mast Dum Biryani
4075,Thirst Stimulating Drinks
4076,Finger Chips
4077,Freshly Baked Breads
4078,Classic Fried Chicken
4079,Salad & Raitha
4080,"Cold, Soft & Package Beverage"
4081,Bhavyam Special Combo
4082,Tiffin side dish
4083,Korean
4084,Continental Kitchen
4085,Drink (beverages)
4086,Kebabs Platter and Starters
4087,Basmati Rice Combos
4088,Special Sea Food
4089,Dal Chawal
4090,Cinnamon Rolls - On The Go
4091,MNC Spuremos
4092,Noodles (Home Made)
4093,Cutlets
4094,Magic Sandwiches
4095,Samoxa
4096,Entre Dals
4097,Thangapat Special Combos Pack
4098,Starter
4099,Cheeseblast Burgers
4100,Starters and Beverages
4101,Executive Meal
4102,TEA MASALA
4103,Fried Items
4104,Amritsari Kulcha With Chole And  Amul Butter
4105,SOYA KA JALWA
4106,Soya Rolls
4107,Mix Fried Rice
4108,Fried rice and hakka noodles
4109,Caesar Salad
4110,Buy 1 & Get 1
4111,Senior Non-veg Burgers
4112,Hot & Cold Beverages
4113,Kofte
4114,Weekend Special
4115,Chenna Sweets
4116,*New* High-Protein Rice Bowls
4117,Comfort Thalis
4118,Tea Cakes
4119,Hut Caf?
4120,Soups & Salads
4121,Veg Starter Items
4122,CHINESE SNACKS (veg)
4123,Barbaque
4124,Choco Sandwich
4125,"Extra Large Pizza 18"" (12 Slices)"
4126,Indian Rice & Breads
4127,Ramyeon
4128,Super-duper Thick Shakes
4129,Kulfies
4130,Raitas
4131,Rice Regular
4132,Ghee Ki Mithai
4133,GIFTING SWEETS AND DRY FRUITS
4134,Tandoori Special
4135,Veg thali kashmiri
4136,Non Vegetables
4137,COLLERS & SHAKERS
4138,Chinese Fried Rice Veg
4139,Handi Mughlai
4140,Breakfast Items
4141,Yummy Bites Special
4142,From Garden
4143,Tandoori Starter
4144,Panjeeri  Sweets Spl.
4145,Chocizza
4146,Rumali Rolls
4147,Millet Express Classics
4148,Mawa Item
4149,Special Offer Pizza
4150,Pizza Flix (non Veg)
4151,Cakes (350 Rs)
4152,Veg Double Pizza Mania
4153,Dal & Lentils
4154,Chicken Strips
4155,Cool Drinks
4156,Non Veg Curry
4157,Misal/ Puri Bhaji/ Cutlet/ Bhature/ Upma / Sheera
4158,Saath Saath
4159,Soya Tandoori Roll
4160,Lemonade
4161,Dinner
4162,Cookies Box (monocarton)
4163,Healthy Salads & Raita
4164,Indian Dish
4165,Rice
4166,Metal Handi - Alishaan Biryani (Serves 4-5)
4167,For One Combos
4168,Buttery Mania Non Veg Pizza
4169,Bar-Be-Que Tandoori
4170,Premium Family Tubs (700ml)
4171,Rabadi
4172,Sweets & Deserts
4173,Shakes And Juices
4174,Entre In Vegetable Dishes
4175,Ice Cream Shake and Sandwich Combo
4176,Momos +  Kathi Rolls (combo)
4177,Ahy Time Menu
4178,"Croissants, Cookies & Quick Bites"
4179,Sharing + Saving Combo
4180,Sabji In Kg
4181,Indian Breakfast
4182,Mountain Paneer
4183,Tupkpa
4184,Story-house-fries
4185,Rice [o]
4186,Chocolate & Coffee
4187,Vegan (sorbets And Popsicles)
4188,Drinks & Beverages
4189,Late Night Cravings
4190,Rice Items
4191,Lotus Stem Starter
4192,Mixed Utthapam
4193,Dairy Products
4194,Dal & Rice
4195,Roti Ki Tokri
4196,"Bhaja, Saag Bhaja & Bora Items"
4197,Kofta Sabzi's
4198,Ice-cream Blend Cold Coffee
4199,Pakodi Snacks
4200,Honey Shawaya Mandi
4201,Rice And Pulao
4202,Crunchy Munchy Nachos
4203,Roti And Lacha
4204,Rasoi special
4205,Iced Coffees
4206,Jain Special Category
4207,Energetic Beverages
4208,Falooda
4209,Dilli Di Chaat
4210,Ganesh chaturthi special ( 1 )
4211,Veg Pizzas
4212,Taco Saver Combos (upto 30% Off)
4213,Cafe Aurora Noodles
4214,Special Platter
4215,Meal Menu
4216,Gourmet Pastas - by Hola
4217,Vip Special
4218,Dream's Weekly Offer!
4219,Roti/ Naan/ Paratha
4220,Gota And Vada
4221,Summer Specials ( Newly Added )
4222,Chaap
4223,Chinese (Non Veg)
4224,Kashmiri BBQ
4225,Non Veg Wrap
4226,Currys
4227,Indian Desserts
4228,MINERAL WATER
4229,Prasadam
4230,Tawa Spl Items
4231,Maggi Gallery
4232,Biriyani & Rice
4233,Roll Shots Cutting Rolls
4234,Mutton Chowmein
4235,Chicken Apprtizer
4236,Local Items ( Mixture / Pakora/Bora)
4237,Chow
4238,5Pcs Combos at 199
4239,Quesadilla
4240,Veg Rll
4241,Soup and Raita
4242,Tofu
4243,Spl Combo
4244,Authentic North Indian Breakfast Meals
4245,Veg Noodles
4246,"Namkeens, Wafers  & Chips"
4247,Mac And Cheese
4248,Prawn Items
4249,Laddu Collection
4250,Biryani & Noodles
4251,Namekeen
4252,(Roll)
4253,Paratha Junction
4254,Special Rice
4255,Combos Loved By Ranchi
4256,Mughlai Kolkata Dum Biryani
4257,HK Special Sandwich
4258,Arabian Foods
4259,Main Course (Dal)
4260,Crunchy & Loaded Nachos
4261,Special sarson ka saag desi ghee
4262,New Irresistible Cake
4263,Idli
4264,Small Delights
4265,"Main Course Chicken, Egg And Mutton"
4266,Exotic Flavours Cake
4267,Oberai Shake Factory
4268,Dip
4269,Veg Items
4270,Donut Boxes
4271,Bonda & Bajji
4272,Value Meals - Flat 20% Off
4273,Chineese Combo Meal
4274,Arabian Special
4275,Chinese Non Veg Chowmin
4276,Choupsuey
4277,Shawarma & Rolls
4278,Soups Chow
4279,Meals
4280,Sea Food Main Course
4281,Drinks (Beverages)
4282,Tres Leches Cake
4283,MONSOON MISINGS
4284,Veg Chinese Starters
4285,Shefali
4286,Top Picks
4287,Bread & Roti
4288,Paratha Platter
4289,Cupcakes & Cream Rolls
4290,9 Inch Pizza
4291,Shanghai
4292,Sweets [No Added Sugar]
4293,Smoothie
4294,Wraps And Shawarmas And Rolls
4295,Cake
4296,Naples Pizza
4297,WOK
4298,Mini Stick
4299,Varieties Of Curd Rice
4300,Double Chicken Roll
4301,Assorted Modak Box (1Kg)
4302,Juices & Shakes
4303,Gopal Doi
4304,Combo Item
4305,Fish Finger
4306,Oriental Rice & Noodle
4307,GRILLED SMOKY RED CHICKEN
4308,Hampers & Gift Boxes
4309,Papad & Khakhra
4310,Combo Pack
4311,Junior Burger
4312,Crafted Desserts
4313,Old Delhi Famous Roasted Item
4314,Uttapam And Vada
4315,Crossiants  & Rolls
4316,Quesadillas & Tacos
4317,New Launch (Stuffed Crunch Pizza)
4318,Wings & Tenders
4319,Sugar Free Pastry
4320,Upma
4321,Paneer Tikka
4322,Today's Specials
4323,Fried Snacks
4324,Salads or Thoke
4325,Shaan Sweets And Snacks
4326,Kulcha Lunchbox
4327,Sandwich Corner
4328,"Burger, Sandwiches & Wraps"
4329,Cornetto Cone
4330,Gift Boxes
4331,Chaap Roll
4332,Naan and Tadka
4333,Amritsari Kulcha Thali
4334,ALL DAY LONG
4335,Veg Starters & Dry
